_id,BALCONY_GUARDS,CONFIRMED_STOREYS,CONFIRMED_UNITS,ELEVATORS,ENTRANCE_DOORS_WINDOWS,ENTRANCE_LOBBY,EVALUATION_COMPLETED_ON,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,GARBAGE_BIN_STORAGE_AREA,GARBAGE_CHUTE_ROOMS,GRAFFITI,INTERIOR_LIGHTING_LEVELS,INTERIOR_WALL_CEILING_FLOOR,INTERNAL_GUARDS_HANDRAILS,LAUNDRY_ROOMS,NO_OF_AREAS_EVALUATED,OTHER_FACILITIES,PARKING_AREA,PROPERTY_TYPE,RESULTS_OF_SCORE,RSN,SCORE,SECURITY,SITE_ADDRESS,STAIRWELLS,STORAGE_AREAS_LOCKERS,WARD,WATER_PEN_EXT_BLDG_ELEMENTS,YEAR_BUILT,YEAR_REGISTERED
2812,5,16,222,4,3,5,01/30/2019,4,4,5,4,4,5,3,4,4,4,20,4,4,PRIVATE,Evaluation needs to be conducted in 3 years,4156580,83,5,1200  YORK MILLS RD ,5,3,16,4,1967,2017
2813,N/A,3,16,N/A,3,4,02/12/2019,4,4,4,4,N/A,5,3,3,4,4,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4156593,76,3,12  KINGSTON RD ,4,N/A,19,4,1970,2017
2814,3,12,137,4,3,3,11/19/2019,3,3,4,3,3,5,4,4,5,5,19,4,2,TCHC,Evaluation needs to be conducted in 2 years,4167763,73,4,5  NEEDLE FIRWAY  ,4,N/A,07,3,1980,2017
2815,N/A,3,36,N/A,4,4,03/05/2019,3,3,4,3,N/A,5,4,5,4,3,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152921,73,4,494  RUNNYMEDE RD ,3,N/A,04,3,1975,2017
2816,4,9,205,4,4,4,01/17/2018,4,3,4,4,4,5,3,4,4,4,19,4,4,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153389,79,4,110  THE ESPLANADE  ,4,N/A,13,4,1993,2018
2817,N/A,4,10,N/A,3,4,03/14/2019,2,3,2,3,N/A,5,3,3,2,3,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4153903,63,5,316  LONSDALE RD ,3,N/A,12,3,1923,2017
2818,N/A,4,20,N/A,5,4,11/28/2019,5,4,4,4,N/A,5,4,4,4,4,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 3 years,4153906,86,4,323  LONSDALE RD ,4,N/A,12,5,1930,2017
2819,N/A,4,14,N/A,4,4,11/28/2019,4,4,4,4,N/A,5,3,4,3,3,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4153908,77,4,311  LONSDALE RD ,4,N/A,12,4,1925,2017
2820,5,11,62,4,4,4,12/02/2019,3,4,4,4,N/A,5,5,5,3,5,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4153909,86,5,606  AVENUE RD ,5,4,12,5,1955,2017
2821,N/A,3,22,N/A,5,5,03/15/2019,4,3,4,4,N/A,5,4,5,4,4,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4153911,85,5,587  AVENUE RD ,4,N/A,12,4,1956,2017
2822,N/A,4,35,N/A,4,4,03/14/2019,4,3,3,3,N/A,5,3,3,3,3,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153914,67,2,1  MALLORY GDNS ,3,N/A,12,4,1920,2017
2823,5,10,87,4,3,4,11/28/2019,4,4,4,3,4,5,3,4,3,3,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153923,77,5,85  LAWTON BLVD ,4,4,12,4,1959,2017
2824,4,4,55,N/A,3,3,11/18/2019,4,3,3,4,N/A,5,3,4,3,3,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154388,73,5,1505  WILSON AVE ,3,4,06,4,1958,2017
2825,3,4,42,3,4,5,01/17/2019,4,3,3,4,N/A,5,3,4,4,5,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154391,76,5,1477  WILSON AVE ,4,N/A,06,3,1958,NA
2826,2,4,39,1,2,2,01/04/2019,1,2,2,3,N/A,3,1,1,2,2,17,N/A,2,PRIVATE,Building Audit,4154404,38,2,2233  JANE ST ,2,N/A,06,2,1965,2017
2827,3,8,124,4,3,4,01/10/2018,4,3,3,3,4,5,4,4,4,3,19,4,3,TCHC,Evaluation needs to be conducted in 2 years,4154405,72,3,1286  WILSON AVE ,4,N/A,06,3,1993,2017
2828,3,4,27,3,3,3,01/07/2019,4,3,3,4,N/A,5,4,3,4,2,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154412,68,4,2782  KEELE ST ,3,N/A,06,4,1965,2017
2829,N/A,3,12,N/A,3,3,11/18/2019,3,3,3,3,N/A,4,2,3,3,2,15,N/A,2,PRIVATE,Evaluation needs to be conducted in 1 year,4154413,59,4,1  WANDLE AVE ,3,N/A,06,3,1954,2017
2830,3,3,30,3,4,4,02/26/2019,4,3,3,3,N/A,5,5,4,3,3,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154420,72,4,2868  KEELE ST ,3,N/A,06,4,1959,2017
2831,N/A,3,11,N/A,5,5,01/08/2019,4,3,4,4,N/A,3,3,5,5,5,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154422,83,4,2864  KEELE ST ,5,N/A,06,4,1960,2017
2832,3,4,40,4,3,4,02/07/2019,3,4,3,4,N/A,4,4,4,3,3,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154786,73,5,14  THE DONWAY  E,4,4,16,3,1960,2017
2833,4,6,65,4,4,4,11/05/2019,3,4,4,4,N/A,5,4,3,5,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154793,80,5,150  THE DONWAY  W,4,3,16,4,1962,2019
2834,3,3,11,N/A,3,3,11/04/2019,3,3,4,5,N/A,5,4,4,4,3,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154797,76,5,6  WINGREEN CRT ,4,4,16,5,1965,2017
2835,5,4,34,N/A,4,4,01/30/2019,4,4,4,3,N/A,5,5,4,4,4,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155311,83,4,309  THE KINGSWAY  ,3,N/A,02,5,1955,2017
2836,N/A,4,15,N/A,3,4,02/05/2019,4,4,4,4,N/A,5,3,3,3,4,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155313,73,4,315  THE KINGSWAY  ,3,N/A,02,3,1952,NA
2837,N/A,4,25,N/A,4,4,01/16/2019,4,3,3,3,N/A,3,2,4,3,4,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155318,71,5,18  ANGLESEY BLVD ,3,N/A,02,4,1943,2017
2838,N/A,4,34,N/A,4,4,01/30/2019,3,3,3,3,N/A,5,3,4,3,4,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155322,73,4,308  THE KINGSWAY  ,3,4,02,4,1952,NA
2839,N/A,3,26,N/A,3,3,12/05/2017,3,3,3,3,N/A,5,3,3,3,3,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4155329,63,3,7  ST STEVENS CRT ,3,N/A,02,3,1955,2018
2840,5,20,234,5,5,5,02/08/2019,4,4,4,3,4,3,3,3,5,4,20,4,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155341,81,5,39  RICHVIEW RD ,4,3,02,4,1972,2017
2841,4,5,128,4,4,4,01/10/2018,4,4,4,4,4,3,4,3,4,4,19,4,4,TCHC,Evaluation needs to be conducted in 2 years,4155726,77,4,33  COATSWORTH CRES ,3,N/A,19,4,1989,2017
2842,4,14,291,3,4,4,11/25/2019,4,4,4,4,4,5,3,4,4,N/A,18,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155730,81,5,45  LISGAR ST ,4,N/A,09,4,2010,2017
2843,4,22,141,5,5,5,12/02/2019,4,4,4,5,4,5,4,4,3,4,20,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155731,85,4,330  SPADINA RD ,4,4,12,4,1967,2017
2844,4,11,149,4,4,4,01/16/2019,4,3,3,3,3,5,3,4,4,3,19,4,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155736,73,4,6020  BATHURST ST ,4,N/A,06,3,1967,2017
2845,4,8,77,4,4,4,02/20/2019,4,4,4,4,3,5,3,4,4,4,18,N/A,5,PRIVATE,Evaluation needs to be conducted in 2 years,4155740,79,3,4222  BATHURST ST ,4,N/A,06,4,1967,2017
2846,4,6,120,4,3,4,01/08/2019,4,3,3,4,4,5,4,4,4,4,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4156303,77,4,108  GOODWOOD PARK CRT ,4,N/A,19,4,1961,2017
2847,N/A,4,32,N/A,4,4,11/28/2019,5,4,4,4,N/A,4,3,3,4,4,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4156623,79,4,145  ARLINGTON AVE ,4,N/A,12,4,1930,2019
2848,5,3,11,N/A,4,4,02/05/2019,4,4,4,4,N/A,5,5,4,5,4,16,N/A,5,PRIVATE,Evaluation needs to be conducted in 3 years,4156634,89,5,9  WINGREEN CRT ,5,N/A,16,4,1965,2017
2849,4,4,42,N/A,3,3,02/21/2019,4,4,3,4,N/A,4,3,4,3,3,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152941,72,4,205  KEELE ST ,4,3,04,4,1958,2017
2850,3,6,21,3,3,4,10/31/2019,4,3,3,4,4,5,3,3,4,3,20,4,4,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4152945,73,3,2767  DUNDAS ST W,4,4,04,5,1992,2017
2851,N/A,4,61,4,4,4,11/07/2019,4,4,4,3,3,5,4,3,5,4,17,N/A,5,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4152948,81,5,17  MC CORMACK ST ,3,N/A,05,5,1994,2017
2852,4,5,41,5,3,3,03/11/2019,3,4,4,4,N/A,5,4,4,3,3,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152950,72,4,1  SPRINGHURST AVE ,3,3,04,3,1962,2017
2853,4,9,70,3,3,3,02/12/2019,3,3,3,3,3,4,4,3,3,3,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4152951,64,4,99  TYNDALL AVE ,3,3,04,3,1957,2017
2854,N/A,14,257,3,4,3,11/25/2019,4,3,4,4,4,4,4,4,5,3,18,4,3,TCHC,Evaluation needs to be conducted in 2 years,4153408,74,3,91  AUGUSTA AVE ,4,N/A,10,4,1968,2017
2855,N/A,14,120,3,4,4,03/11/2019,4,3,3,2,3,5,3,3,3,3,16,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4153415,68,4,200  ELM ST ,3,N/A,11,4,1961,2017
2856,4,11,97,4,3,3,02/05/2019,3,4,3,4,4,4,4,4,4,3,18,N/A,4,TCHC,Evaluation needs to be conducted in 2 years,4153422,73,4,25  MUTUAL ST ,4,N/A,13,3,1983,2017
2857,N/A,10,77,4,4,4,12/03/2019,4,4,4,5,2,5,3,3,5,3,17,N/A,4,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153431,78,5,90  SHUTER ST ,3,N/A,13,4,1983,2017
2858,3,4,16,N/A,4,3,01/18/2019,3,4,4,3,N/A,5,3,3,3,3,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153435,66,4,77  PEMBROKE ST ,2,N/A,13,3,1896,2017
2859,4,9,48,4,4,4,11/28/2019,4,4,4,4,N/A,5,4,4,4,3,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4153927,81,5,135  LAWTON BLVD ,4,N/A,12,4,1960,2017
2860,5,17,157,5,4,5,11/28/2019,4,5,5,5,4,5,4,4,5,4,20,5,3,PRIVATE,Evaluation needs to be conducted in 3 years,4153928,89,5,17  LASCELLES BLVD ,4,4,12,4,1957,2017
2861,4,9,44,4,4,4,03/13/2019,4,4,4,3,5,5,4,3,2,4,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153938,78,5,240  ORIOLE PKWY ,3,4,12,4,1955,2019
2862,3,5,32,5,4,4,03/11/2019,3,4,4,4,N/A,5,4,4,4,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4153940,81,5,555  RUSSELL HILL RD ,4,4,12,4,1954,2017
2863,4,5,32,3,4,4,03/11/2019,3,4,4,4,N/A,5,3,4,4,3,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153941,76,4,540  RUSSELL HILL RD ,4,4,12,3,1937,2017
2864,4,8,102,4,5,5,03/07/2019,4,4,4,4,4,4,4,4,4,4,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4153953,83,4,650  EGLINTON AVE W,5,4,08,4,1961,2017
2865,N/A,3,11,N/A,3,4,11/05/2019,4,3,3,4,N/A,5,4,4,4,4,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154432,76,5,32  HEATHROW DR ,3,N/A,06,4,1965,2017
2866,N/A,3,11,N/A,3,4,01/11/2019,3,3,3,4,N/A,5,2,4,4,4,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154438,72,4,2990  KEELE ST ,4,N/A,06,4,1952,2018
2867,3,3,61,N/A,3,3,11/18/2019,3,3,3,3,3,4,3,2,3,3,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154451,61,4,117  WHITBURN CRES ,3,N/A,06,3,1977,2017
2868,4,9,141,4,4,4,11/08/2019,3,4,4,4,3,5,4,4,4,3,18,N/A,2,PRIVATE,Evaluation needs to be conducted in 2 years,4154455,76,5,3400  KEELE ST ,3,N/A,06,4,1967,2017
2869,4,9,61,3,4,3,11/07/2019,3,4,3,4,4,5,4,3,4,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154461,76,5,3444  KEELE ST ,4,N/A,06,3,1967,2017
2870,5,11,231,4,5,5,11/07/2019,4,5,4,4,5,5,5,5,4,5,20,5,5,PRIVATE,Evaluation needs to be conducted in 3 years,4154826,92,5,34  LEITH HILL RD ,4,4,17,4,1965,2017
2871,5,17,180,5,4,5,01/09/2019,4,5,3,4,4,4,5,5,4,4,20,5,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154828,87,5,185  SHAUGHNESSY BLVD ,4,4,17,5,1967,2017
2872,5,18,107,5,5,5,11/06/2019,5,4,4,5,5,5,4,5,5,5,19,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154843,95,5,70  RUDDINGTON DR ,5,N/A,17,4,1986,2017
2873,3,5,60,5,4,3,01/07/2019,3,4,3,3,N/A,5,5,3,4,3,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155356,73,5,34  DIXINGTON CRES ,4,N/A,02,1,1970,2017
2874,N/A,8,29,4,5,5,10/29/2019,3,3,3,4,4,5,5,4,4,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155361,80,5,51-67  WATERFORD DR ,3,4,02,3,1962,2017
2875,5,15,171,5,4,4,10/28/2019,5,5,3,3,3,4,4,3,3,3,19,3,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155369,79,5,263  DIXON RD ,4,N/A,02,5,1964,2017
2876,4,8,77,3,3,3,10/29/2019,3,4,4,3,N/A,5,4,4,3,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155372,74,5,350  THE EAST MALL  ,3,4,02,4,1966,2017
2877,3,15,88,4,3,3,01/03/2019,4,3,3,5,N/A,5,4,3,4,3,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155378,70,4,4340  BLOOR ST W,3,3,02,3,1968,2017
2878,3,3,32,3,4,3,01/08/2019,4,3,4,3,N/A,5,3,3,3,4,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155379,70,4,328  THE WEST MALL  ,4,3,02,4,1968,2017
2879,3,5,48,3,4,4,01/04/2019,4,4,4,4,N/A,5,5,4,5,4,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4155381,81,5,306  THE WEST MALL  ,4,4,02,4,1969,2017
2880,3,7,109,4,3,3,01/07/2019,3,3,3,3,3,5,5,3,4,4,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155382,70,5,311  THE WEST MALL  ,2,N/A,02,4,1962,2017
2881,N/A,11,200,5,4,3,11/04/2019,4,4,4,4,4,5,4,3,3,3,18,4,4,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4155744,78,5,66  RONCESVALLES AVE ,3,N/A,04,4,1977,2017
2882,3,7,62,3,4,4,01/22/2019,4,3,4,3,N/A,5,4,4,4,4,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155749,77,5,3  SUPERIOR AVE ,4,4,03,4,1950,2017
2883,4,10,133,5,4,4,11/01/2019,4,4,4,4,4,5,4,4,4,5,19,N/A,2,PRIVATE,Evaluation needs to be conducted in 2 years,4155770,80,4,2313  LAKE SHORE BLVD W,4,4,03,3,1960,2017
2884,4,12,161,4,3,3,11/20/2019,5,2,3,5,4,5,5,3,3,3,18,N/A,3,TCHC,Evaluation needs to be conducted in 2 years,4155943,76,5,3171  EGLINTON AVE E,3,N/A,20,5,1965,2017
2885,4,3,22,N/A,4,4,10/30/2019,4,4,3,3,N/A,5,4,4,3,4,16,N/A,2,PRIVATE,Evaluation needs to be conducted in 2 years,4156650,74,4,138  BERRY RD ,3,N/A,03,4,1954,2017
2886,3,9,71,3,3,4,02/08/2019,4,3,3,5,N/A,4,4,5,4,4,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152961,74,4,75  SPENCER AVE ,4,N/A,04,3,1960,2017
2887,N/A,3,27,N/A,3,3,02/13/2019,3,3,3,3,N/A,5,2,3,3,4,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4152968,64,3,112  TYNDALL AVE ,3,4,04,3,1960,2017
2888,4,7,54,4,3,3,01/05/2018,3,3,4,3,4,5,4,4,3,3,18,N/A,3,TCHC,Evaluation needs to be conducted in 2 years,4152970,69,3,102  TYNDALL AVE ,3,N/A,04,3,1992,2017
2889,3,7,73,2,3,4,03/14/2019,3,2,3,3,N/A,4,5,2,4,3,17,N/A,2,PRIVATE,Evaluation needs to be conducted in 1 year,4152975,60,2,24  TYNDALL AVE ,3,N/A,04,3,1965,2018
2890,N/A,3,29,N/A,4,4,11/04/2019,4,4,4,4,N/A,5,3,3,3,3,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4152976,71,4,131  DUNN AVE ,3,N/A,04,2,1931,2017
2891,N/A,11,102,4,4,4,01/21/2019,4,4,4,4,2,3,4,4,4,3,18,N/A,2,PRIVATE,Evaluation needs to be conducted in 2 years,4153445,71,4,100  PEMBROKE ST ,3,4,13,3,1973,2017
2892,N/A,5,50,5,5,5,11/26/2019,5,4,5,5,4,5,5,4,5,5,18,5,5,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4153458,97,5,110  EDWARD ST ,5,N/A,11,5,2011,2017
2893,3,4,36,3,4,4,11/21/2019,3,3,3,3,3,4,4,3,3,3,19,3,3,TCHC,Evaluation needs to be conducted in 2 years,4153963,66,4,800  EGLINTON AVE W,4,N/A,08,3,1941,2017
2894,3,8,110,4,4,4,03/11/2019,3,3,4,4,4,5,3,4,5,5,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153981,80,5,525  CHAPLIN CRES ,4,4,08,4,1961,2017
2895,4,8,111,4,4,4,03/11/2019,3,3,4,4,4,5,4,4,5,4,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153982,78,4,515  CHAPLIN CRES ,3,4,08,3,1961,2017
2896,3,9,104,5,4,4,11/21/2019,4,3,3,4,4,5,4,4,4,4,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153985,80,5,630  ROSELAWN AVE ,4,4,08,4,1965,2017
2897,N/A,3,33,N/A,4,3,02/22/2019,3,3,4,3,N/A,5,5,4,4,4,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153989,76,5,63  MAXWELL AVE ,4,3,12,4,1940,2017
2898,N/A,3,18,N/A,2,3,02/25/2019,3,3,3,3,N/A,4,3,3,3,3,15,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 1 year,4153990,64,5,119  EGLINTON AVE W,3,3,12,4,1950,2017
2899,3,3,10,N/A,4,3,03/11/2019,3,3,3,4,N/A,4,4,3,4,3,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153995,70,5,869  AVENUE RD ,3,N/A,12,4,1948,2017
2900,4,5,59,3,3,3,12/19/2017,4,3,3,3,3,5,3,3,3,3,18,N/A,3,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4154467,66,3,3470  KEELE ST ,3,N/A,07,4,1994,2017
2901,N/A,4,31,5,4,4,02/13/2019,4,3,4,3,N/A,5,2,3,3,4,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154486,74,5,457  MARLEE AVE ,3,N/A,08,4,1966,2019
2902,4,4,42,2,4,3,11/20/2019,4,4,4,2,N/A,5,4,4,4,3,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154491,72,3,435  GLEN PARK AVE ,4,3,08,4,1962,2017
2903,3,3,26,3,4,4,02/04/2019,3,3,4,3,N/A,5,3,4,3,3,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154492,71,5,47  EUPHRASIA DR ,4,3,08,4,1958,2017
2904,N/A,10,202,4,3,4,01/15/2018,4,3,4,3,4,5,4,3,4,4,18,4,3,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4154495,74,3,3010  DUFFERIN ST ,4,N/A,08,4,1991,2018
2905,N/A,3,10,N/A,3,4,02/25/2019,4,4,3,4,N/A,5,4,5,5,4,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154856,80,4,76  BARTLEY DR ,4,4,16,4,1950,2017
2906,4,4,52,4,3,4,02/21/2019,4,4,4,4,N/A,4,4,4,3,4,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154867,76,4,3  BIGGIN CRT ,4,3,16,4,1955,2017
2907,3,4,61,5,3,5,11/05/2019,3,5,3,3,N/A,5,5,3,5,5,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154870,80,5,25  ECCLESTON DR ,5,3,16,3,1958,2019
2908,4,12,204,4,4,5,02/28/2019,4,4,4,4,3,5,5,4,4,5,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154886,84,5,1840  VICTORIA PARK AVE ,4,4,16,4,1964,2017
2909,4,7,110,4,4,4,12/21/2018,4,4,4,4,N/A,5,4,3,4,3,19,3,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155399,75,5,530  THE EAST MALL  ,3,3,02,3,1960,2017
2910,4,16,178,4,5,4,12/27/2018,3,4,4,3,4,3,5,3,5,5,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155409,81,5,20  REDGRAVE DR ,4,4,01,4,1968,2017
2911,3,9,103,4,4,3,12/28/2018,2,3,4,3,3,5,3,3,4,3,19,N/A,2,PRIVATE,Evaluation needs to be conducted in 2 years,4155410,68,5,416  THE WESTWAY  ,3,4,02,4,1962,2017
2912,3,3,39,N/A,4,3,10/28/2019,4,3,4,4,N/A,4,4,3,4,2,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155411,69,3,111  BLACKFRIAR AVE ,3,N/A,01,4,1968,NA
2913,5,5,61,4,5,5,10/28/2019,4,5,4,5,N/A,5,5,5,4,5,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155417,93,5,10  BLACKFRIAR AVE ,4,N/A,01,5,1965,2017
2914,N/A,3,11,N/A,4,3,01/22/2019,3,4,4,4,N/A,4,4,2,3,2,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 1 year,4155806,65,2,1641  KINGSTON RD ,2,3,20,4,1950,2017
2915,4,16,121,4,5,5,11/06/2019,5,5,4,4,3,5,4,3,4,4,19,3,3,PRIVATE,Evaluation needs to be conducted in 3 years,4156359,81,5,2099  LAWRENCE AVE W,3,N/A,05,4,1960,2017
2916,4,10,155,5,4,4,01/10/2018,5,5,4,5,4,5,4,5,4,4,20,5,4,TCHC,Evaluation needs to be conducted in 3 years,4156706,88,4,230  SACKVILLE ST ,4,4,13,5,2013,2017
2917,N/A,6,98,5,5,4,12/03/2019,4,4,4,4,4,5,3,5,5,5,19,5,4,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4156725,88,5,160  JARVIS ST ,5,4,13,4,2009,2017
2918,N/A,4,29,4,4,3,12/21/2018,4,4,4,3,N/A,4,3,3,5,4,16,4,N/A,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153010,76,4,194  DOWLING AVE ,4,N/A,04,4,2010,2017
2919,4,11,117,4,3,3,01/16/2019,3,5,5,3,N/A,5,4,4,3,5,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153017,76,4,21  MAYNARD AVE ,3,N/A,04,4,1964,2017
2920,4,7,96,4,4,4,01/04/2019,4,3,4,4,N/A,4,4,4,4,4,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153020,79,4,160  JAMESON AVE ,4,N/A,04,4,1967,2017
2921,4,7,77,4,4,3,01/14/2019,5,3,3,3,N/A,4,4,3,4,3,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153021,73,4,1430  KING ST W,4,N/A,04,4,1967,2017
2922,4,9,47,4,4,3,01/14/2019,3,4,4,4,3,2,2,3,3,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153488,69,4,25  WELLESLEY ST E,3,N/A,13,4,1979,2017
2923,N/A,7,61,4,4,4,12/03/2019,4,4,4,5,N/A,5,5,4,4,4,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4153498,82,5,91  WELLESLEY ST E,4,4,13,3,1960,2017
2924,N/A,4,64,4,4,4,11/20/2019,4,3,3,3,4,5,4,4,4,4,17,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4154021,79,5,1  CHERITAN AVE ,4,4,08,4,1929,2017
2925,N/A,4,41,4,4,4,11/20/2019,4,3,4,4,4,5,4,4,4,4,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154024,79,5,14  CHATSWORTH DR ,4,3,08,4,1936,2017
2926,N/A,4,27,N/A,3,3,01/28/2019,3,3,3,3,N/A,3,3,3,3,3,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 1 year,4154031,63,5,3474  YONGE ST ,2,N/A,08,3,1940,2017
2927,3,3,10,N/A,3,4,02/12/2019,2,3,3,3,N/A,5,5,4,3,3,15,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4154504,68,4,49  NEPTUNE DR ,4,N/A,08,2,1990,2017
2928,3,4,24,3,3,3,03/18/2019,3,3,3,3,N/A,4,3,3,4,3,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154520,64,4,1  MARQUETTE AVE ,3,N/A,08,3,1965,2017
2929,3,3,10,N/A,4,3,02/20/2019,3,4,4,3,N/A,4,3,3,4,3,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154527,69,4,32  HOTSPUR RD ,3,N/A,08,3,1957,2017
2930,5,4,112,4,5,4,11/04/2019,4,4,4,4,5,5,4,4,5,3,20,4,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154892,85,5,74  CURLEW DR ,4,4,16,4,1966,2019
